id_curriculo;codigo;nome_matriz;id_curso;nome_curso;semestre_conclusao_minimo;semestre_conclusao_ideal;semestre_conclusao_maximo;meses_conclusao_minimo;meses_conclusao_ideal;meses_conclusao_maximo;cr_total_minimo;ch_total_minima;ch_optativas_minima;max_eletivos;ch_nao_atividade_obrigatoria;cr_nao_atividade_obrigatorio;ch_atividade_obrigatoria;cr_minimo_semestre;cr_maximo_semestre;ch_minima_semestre;ch_maxima_semestre;periodo_entrada_vigor;ano_entrada_vigor;observacao
55;4111/-3;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Bacharel;414843;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA;6;10;14;;;;0;2700;1230;360;1470;0;0;;;195;450;2;2008;
4005581;2283/1;CIÊNCIAS NATURAIS                                                      - BRASÍLIA -  - MT - Licenciado;702702;CIÊNCIAS NATURAIS                                                     ;8;8;16;;;;4;3225;810;360;2205;4;0;;;210;450;1;2020;
4005582;2291/1;CIÊNCIAS NATURAIS                                                      - BRASÍLIA -  - N - Licenciado;702703;CIÊNCIAS NATURAIS                                                     ;8;9;16;;;;4;3225;810;360;2205;4;0;;;210;450;1;2020;
383;4324/-2;LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Licenciado;702701;LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA;6;10;14;;;;0;2700;690;360;2010;0;0;;;180;450;2;2016;
4035263;5151/1;TEATRO                                                                 - BRASÍLIA -  - MT - Licenciado;694213;TEATRO                                                                ;8;8;14;;;;0;3000;1185;360;1815;0;0;;;90;510;1;2014;
201;4324/-3;LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Licenciado;702701;LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA;6;10;14;;;;0;2700;690;360;2010;0;0;;;180;450;2;2014;
153;5720/-2;ARTES CÊNICAS                                                          - BRASÍLIA -  - N - Licenciado;702696;ARTES CÊNICAS                                                         ;8;10;12;;;;4;2880;1020;360;1860;4;0;;;240;420;1;2016;
202;4324/-4;LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Licenciado;702701;LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA;6;10;14;;;;0;2700;1110;360;1590;0;0;;;180;450;2;2010;
148;5711/-3;ARTES CÊNICAS - BRASÍLIA -  - MT - Licenciado;414437;ARTES CÊNICAS;8;10;12;;;;22;2880;870;360;2010;22;0;;;240;480;2;2016;
4005579;5720/1;ARTES CÊNICAS                                                          - BRASÍLIA -  - N - Licenciado;702696;ARTES CÊNICAS                                                         ;8;8;14;;;;45;3255;1230;360;1815;45;0;;;240;420;1;2020;
4005583;4324/1;LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Licenciado;702701;LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA;8;8;16;;;;0;3540;1500;360;1830;0;0;;;210;450;1;2020;
244;3417/-6;HISTÓRIA                                                               - BRASÍLIA -  - MT - Bacharel;702700;HISTÓRIA                                                              ;6;11;15;;;;0;2640;990;360;1500;0;0;;;180;450;2;2016;
4005584;3166/1;CIÊNCIAS SOCIAIS                                                       - BRASÍLIA -  - MT - Licenciado;702695;CIÊNCIAS SOCIAIS                                                      ;8;10;16;;;;4;2745;1095;360;1440;4;0;;;210;450;1;2020;
246;3417/-7;HISTÓRIA                                                               - BRASÍLIA -  - MT - Bacharel;702700;HISTÓRIA                                                              ;6;11;15;;;;0;2640;990;360;1500;0;0;;;180;450;1;2015;
251;3425/-8;HISTÓRIA - BRASÍLIA -  - MT - Licenciado;414745;HISTÓRIA;7;12;16;;;;0;2955;720;360;2025;0;0;;;240;480;1;2013;
191;3352/-2;FILOSOFIA - BRASÍLIA -  - N - Licenciado;414715;FILOSOFIA;8;11;14;;;;0;3030;900;360;1920;0;0;;;210;390;2;2010;
424;3425/-2;HISTÓRIA - BRASÍLIA -  - MT - Licenciado;414745;HISTÓRIA;7;12;16;;;;0;2955;720;360;2025;0;0;;;240;480;2;2019;
426;3425/-4;HISTÓRIA - BRASÍLIA -  - MT - Licenciado;414745;HISTÓRIA;7;12;16;;;;0;2955;720;360;2025;0;0;;;240;480;2;2017;
4005585;3417/1;HISTÓRIA                                                               - BRASÍLIA -  - MT - Bacharel;702700;HISTÓRIA                                                              ;6;9;15;;;;0;2820;870;360;1800;0;0;;;180;450;1;2020;
44;3166/-4;CIÊNCIAS SOCIAIS                                                       - BRASÍLIA -  - MT - Licenciado;702695;CIÊNCIAS SOCIAIS                                                      ;6;10;14;;;;12;2520;1080;360;1440;12;0;;;195;450;1;2016;
95;8150/-5;ADMINISTRAÇÃO - BRASÍLIA -  - N - Bacharel;414099;ADMINISTRAÇÃO;8;12;16;;;;8;3000;1530;360;1470;8;0;;;180;450;1;2011;
416;3166/-2;CIÊNCIAS SOCIAIS                                                       - BRASÍLIA -  - MT - Licenciado;702695;CIÊNCIAS SOCIAIS                                                      ;6;10;14;;;;12;2520;1080;360;1440;12;0;;;195;450;2;2019;
417;3166/-3;CIÊNCIAS SOCIAIS                                                       - BRASÍLIA -  - MT - Licenciado;702695;CIÊNCIAS SOCIAIS                                                      ;6;10;14;;;;12;2520;1080;360;1440;12;0;;;195;450;2;2017;
143;6157/-2;GESTÃO AMBIENTAL - BRASÍLIA -  - N - Bacharel;414888;GESTÃO AMBIENTAL;8;12;16;;;;4;2790;855;360;1935;4;0;;;210;480;2;2008;
77;6521/-3;ENGENHARIA FLORESTAL - BRASÍLIA -  - MT - Engenheiro Florestal;414342;ENGENHARIA FLORESTAL;8;12;16;;;;4;3870;1125;360;2745;4;0;;;255;510;2;2013;
17;9229/-4;PEDAGOGIA - BRASÍLIA -  - MT - Licenciado;414229;PEDAGOGIA;6;10;14;;;;0;3210;1110;360;2100;0;0;;;180;450;2;2012;
255;2216/-3;CIÊNCIAS BIOLÓGICAS - BRASÍLIA -  - MT - Bacharel;414391;CIÊNCIAS BIOLÓGICAS;8;11;14;;;;0;3210;1710;360;1500;0;0;;;240;450;2;2016;
259;2259/-3;CIÊNCIAS BIOLÓGICAS - BRASÍLIA -  - N - Licenciado;414392;CIÊNCIAS BIOLÓGICAS;8;11;14;;;;0;3060;1230;360;1830;0;0;;;240;450;2;2015;
21;9245/-4;PEDAGOGIA - BRASÍLIA -  - N - Licenciado;414230;PEDAGOGIA;6;10;14;;;;0;3210;1110;360;2100;0;0;;;180;420;2;2012;
179;6262/-2;GESTÃO DE AGRONEGÓCIOS - BRASÍLIA -  - N - Bacharel;414198;GESTÃO DE AGRONEGÓCIOS;8;12;16;;;;12;3000;990;360;2010;12;0;;;240;480;2;2010;
398;9245/-2;PEDAGOGIA - BRASÍLIA -  - N - Licenciado;414230;PEDAGOGIA;6;10;14;;;;0;3210;1110;360;2100;0;0;;;180;420;2;2016;
205;8117/-4;ADMINISTRAÇÃO - BRASÍLIA -  - MT - Bacharel;414112;ADMINISTRAÇÃO;8;8;16;;;;4;3000;1320;360;1680;4;0;;;180;420;1;2016;
209;3221/-2;CIÊNCIAS ECONÔMICAS - BRASÍLIA -  - MT - Bacharel;414699;CIÊNCIAS ECONÔMICAS;6;8;14;;;;96;3000;1230;360;1770;96;0;;;210;480;1;2016;
174;4090/1;LÍNGUAS ESTRANGEIRAS APLICADAS - MSI - BRASÍLIA -  - MT - Bacharel;414823;LÍNGUAS ESTRANGEIRAS APLICADAS - MSI;8;8;16;;;;0;2880;2100;360;780;0;0;;;180;450;1;2010;
431;5380/1;DESIGN - PROGRAMAÇÃO VISUAL - BRASÍLIA -  - MT - Bacharel;414970;DESIGN - PROGRAMAÇÃO VISUAL;7;11;14;;;;8;2940;1290;360;1650;8;0;;;210;480;2;2017;
310;1716/-2;ESTATÍSTICA - BRASÍLIA -  - MT - Bacharel;414620;ESTATÍSTICA;8;8;16;;;;0;3000;1140;360;1860;0;0;;;210;420;1;2016;
236;5380/-2;DESIGN - PROGRAMAÇÃO VISUAL - BRASÍLIA -  - MT - Bacharel;414970;DESIGN - PROGRAMAÇÃO VISUAL;7;8;14;;;;8;2940;1290;360;1650;8;0;;;210;480;2;2015;
212;8222/1;BIBLIOTECONOMIA - BRASÍLIA -  - MT - Bacharel;414940;BIBLIOTECONOMIA;8;11;14;;;;0;2700;1260;360;1440;0;0;;;210;420;1;2019;
325;2321/1;CIÊNCIAS AMBIENTAIS - BRASÍLIA -  - N - Bacharel;414667;CIÊNCIAS AMBIENTAIS;7;9;14;;;;0;2700;1590;360;1110;0;0;;;210;390;2;2016;
225;60844/1;ENGENHARIA QUÍMICA - BRASÍLIA -  - MT - Bacharel;414862;ENGENHARIA QUÍMICA;10;10;18;;;;0;3960;1125;360;2835;0;0;;;240;450;1;2015;
172;3522/-3;SERVIÇO SOCIAL - BRASÍLIA -  - N - Bacharel;414765;SERVIÇO SOCIAL;8;9;16;;;;0;3000;960;360;2040;0;0;;;210;420;2;2014;
173;3522/-4;SERVIÇO SOCIAL - BRASÍLIA -  - N - Bacharel;414765;SERVIÇO SOCIAL;8;9;16;;;;0;3000;810;360;2190;0;0;;;210;420;1;2010;
171;3522/-2;SERVIÇO SOCIAL - BRASÍLIA -  - N - Bacharel;414765;SERVIÇO SOCIAL;8;9;16;;;;0;3000;960;360;2040;0;0;;;210;420;1;2016;
237;5380/-3;DESIGN - PROGRAMAÇÃO VISUAL - BRASÍLIA -  - MT - Bacharel;414970;DESIGN - PROGRAMAÇÃO VISUAL;7;11;14;;;;4;2940;1260;360;1680;4;0;;;210;480;2;2012;
410;3476/-2;HISTÓRIA - BRASÍLIA -  - N - Licenciado;414748;HISTÓRIA;8;11;14;;;;0;2955;720;360;2025;0;0;;;180;420;1;2017;
159;3476/-4;HISTÓRIA - BRASÍLIA -  - N - Licenciado;414748;HISTÓRIA;8;11;14;;;;0;2955;720;360;2025;0;0;;;180;420;2;2009;
238;5398/-2;DESIGN - PROJETO DO PRODUTO - BRASÍLIA -  - MT - Bacharel;414971;DESIGN - PROJETO DO PRODUTO;7;11;14;;;;4;2940;1350;360;1590;4;0;;;210;480;2;2015;
302;1325/-3;MATEMÁTICA - BRASÍLIA -  - MT - Licenciado;414638;MATEMÁTICA;6;10;14;;;;0;2820;750;360;1860;0;0;;;240;480;1;2016;
353;1341/1;MATEMÁTICA - BRASÍLIA -  - MT - Bacharel;414639;MATEMÁTICA;6;10;14;;;;0;2520;960;360;1560;0;0;;;195;435;1;2016;
388;5665/-2;ARTES VISUAIS - BRASÍLIA -  - N - Licenciado;414551;ARTES VISUAIS;8;11;14;;;;0;2730;1230;360;1500;0;0;;;180;360;1;2018;
296;5649/1;ARTES VISUAIS - BRASÍLIA -  - MT - Bacharel;414552;ARTES VISUAIS;8;10;12;;;;0;2790;1560;360;1230;0;0;;;240;360;1;2018;
74;6351/-5;ENGENHARIA DE REDES DE COMUNICAÇÃO - BRASÍLIA -  - MT - Engenheiro de Redes de Comunicação;414330;ENGENHARIA DE REDES DE COMUNICAÇÃO;9;14;18;;;;0;3660;2250;360;1410;0;0;;;180;450;1;2005;
333;1589/-3;QUÍMICA TECNOLÓGICA - BRASÍLIA -  - MT - Bacharel;414873;QUÍMICA TECNOLÓGICA;8;13;18;;;;0;3300;1680;360;1620;0;0;;;240;420;1;2015;
63;4511/1;LETRAS - TRADUÇÃO - INGLÊS - BRASÍLIA -  - MT - Bacharel;414822;LETRAS - TRADUÇÃO - INGLÊS;6;10;14;;;;0;2700;1200;360;1500;0;0;;;180;450;2;2008;
387;5657/-2;ARTES VISUAIS - BRASÍLIA -  - MT - Licenciado;414553;ARTES VISUAIS;8;10;12;;;;0;2730;1140;360;1590;0;0;;;240;360;2;2016;
98;8222/-5;BIBLIOTECONOMIA - BRASÍLIA -  - MT - Bacharel;414940;BIBLIOTECONOMIA;8;11;14;;;;0;2700;1200;360;1500;0;0;;;210;420;2;2006;
245;3417/-5;HISTÓRIA                                                               - BRASÍLIA -  - MT - Bacharel;702700;HISTÓRIA                                                              ;6;11;15;;;;0;2640;990;360;1500;0;0;;;180;450;1;2016;
249;3425/-5;HISTÓRIA - BRASÍLIA -  - MT - Licenciado;414745;HISTÓRIA;7;12;16;;;;0;2955;720;360;2025;0;0;;;240;480;1;2016;
239;5398/-3;DESIGN - PROJETO DO PRODUTO - BRASÍLIA -  - MT - Bacharel;414971;DESIGN - PROJETO DO PRODUTO;7;11;14;;;;4;2940;1260;360;1680;4;0;;;210;480;2;2012;
214;8222/-3;BIBLIOTECONOMIA - BRASÍLIA -  - MT - Bacharel;414940;BIBLIOTECONOMIA;8;11;14;;;;0;2700;1200;360;1500;0;0;;;210;420;1;2016;
3;3131/-2;CIÊNCIAS SOCIAIS - ANTROPOLOGIA - BRASÍLIA -  - MT - Bacharel;414407;CIÊNCIAS SOCIAIS - ANTROPOLOGIA;6;10;14;;;;12;2520;870;360;1650;12;0;;;180;450;2;2016;
165;8184/-3;GESTÃO DE POLÍTICAS PÚBLICAS - BRASÍLIA -  - N - Bacharel;414093;GESTÃO DE POLÍTICAS PÚBLICAS;8;12;16;;;;8;3000;1740;360;1260;8;0;;;180;420;1;2012;
67;5126/-3;ARQUITETURA E URBANISMO - BRASÍLIA -  - MT - Arquiteto e Urbanista;414180;ARQUITETURA E URBANISMO;9;14;18;;;;0;4110;780;360;3330;0;0;;;240;510;1;2005;
16;9229/-3;PEDAGOGIA - BRASÍLIA -  - MT - Licenciado;414229;PEDAGOGIA;6;10;14;;;;0;3210;1110;360;2100;0;0;;;180;450;1;2016;
123;7510/-3;NUTRIÇÃO - BRASÍLIA -  - MT - Nutricionista;414314;NUTRIÇÃO;6;9;14;;;;0;3600;1155;360;2445;0;0;;;270;600;1;2008;
464;7510/1;NUTRIÇÃO - BRASÍLIA -  - MT - Nutricionista;414314;NUTRIÇÃO;8;11;16;;;;8;3510;660;360;2850;8;0;;;225;450;1;2019;
53;3859/-2;GEOGRAFIA - BRASÍLIA -  - MT - Licenciado;414731;GEOGRAFIA;6;10;14;;;;0;2520;690;360;1830;0;0;;;195;450;1;2016;
354;1741/1;ENGENHARIA DE COMPUTAÇÃO - BRASÍLIA -  - MT - Bacharel;414610;ENGENHARIA DE COMPUTAÇÃO;8;13;18;;;;18;3780;1590;360;2190;18;0;;;210;480;1;2016;
190;8362/-3;COMUNICAÇÃO SOCIAL - COMUNICAÇÃO ORGANIZACIONAL - BRASÍLIA -  - N - Bacharel;414137;COMUNICAÇÃO SOCIAL - COMUNICAÇÃO ORGANIZACIONAL;8;8;14;;;;0;2790;840;360;1950;0;0;;;210;390;1;2010;
206;8117/-5;ADMINISTRAÇÃO - BRASÍLIA -  - MT - Bacharel;414112;ADMINISTRAÇÃO;8;8;16;;;;4;3000;1320;360;1680;4;0;;;180;420;1;2015;
207;8117/-6;ADMINISTRAÇÃO - BRASÍLIA -  - MT - Bacharel;414112;ADMINISTRAÇÃO;8;8;16;;;;4;3000;1530;360;1470;4;0;;;180;420;1;2014;
285;8338/-4;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA - BRASÍLIA -  - MT - Bacharel;414156;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA;8;11;14;;;;0;2790;1020;360;1770;0;0;;;210;390;1;2016;
286;8338/-5;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA - BRASÍLIA -  - MT - Bacharel;414156;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA;8;11;14;;;;0;2790;1020;360;1770;0;0;;;210;390;2;2013;
287;8354/1;COMUNICAÇÃO SOCIAL - AUDIOVISUAL - BRASÍLIA -  - MT - Bacharel;414151;COMUNICAÇÃO SOCIAL - AUDIOVISUAL;8;11;14;;;;0;2820;990;360;1830;0;0;;;210;390;2;2019;
288;8354/-2;COMUNICAÇÃO SOCIAL - AUDIOVISUAL - BRASÍLIA -  - MT - Bacharel;414151;COMUNICAÇÃO SOCIAL - AUDIOVISUAL;8;11;14;;;;0;2820;990;360;1830;0;0;;;210;390;2;2016;
221;8583/-3;CIÊNCIAS CONTÁBEIS - BRASÍLIA -  - N - Bacharel;414131;CIÊNCIAS CONTÁBEIS;10;12;14;;;;12;3000;1200;360;1800;12;0;;;210;420;1;2012;
289;8354/-3;COMUNICAÇÃO SOCIAL - AUDIOVISUAL - BRASÍLIA -  - MT - Bacharel;414151;COMUNICAÇÃO SOCIAL - AUDIOVISUAL;8;11;14;;;;0;2820;990;360;1830;0;0;;;210;390;1;2016;
157;2321/-4;CIÊNCIAS AMBIENTAIS - BRASÍLIA -  - N - Bacharel;414667;CIÊNCIAS AMBIENTAIS;7;11;14;;;;4;2160;990;360;1170;4;0;;;210;390;2;2009;
247;3417/-8;HISTÓRIA                                                               - BRASÍLIA -  - MT - Bacharel;702700;HISTÓRIA                                                              ;6;11;15;;;;0;2640;990;360;1500;0;0;;;180;450;1;2013;
4005587;3476/1;HISTÓRIA - BRASÍLIA -  - N - Licenciado;414748;HISTÓRIA;8;8;16;;;;0;3405;930;540;2265;0;0;;;210;420;1;2020;
158;3476/-3;HISTÓRIA - BRASÍLIA -  - N - Licenciado;414748;HISTÓRIA;8;11;14;;;;0;2955;720;360;2025;0;0;;;180;420;1;2016;
342;7137/1;FISIOTERAPIA - BRASÍLIA -  - MT - Bacharel;414908;FISIOTERAPIA;10;10;18;;;;0;4500;1980;360;2250;0;0;;;240;450;2;2017;
459;7153/1;SAÚDE COLETIVA - BRASÍLIA -  - MT - Bacharel;414912;SAÚDE COLETIVA;8;11;14;;;;0;3210;630;360;2580;0;0;;;240;450;1;2019;
126;7072/-4;ENFERMAGEM - BRASÍLIA -  - MT - Enfermeiro;414902;ENFERMAGEM;10;12;14;;;;0;4230;2370;360;1860;0;0;;;240;450;2;2008;
463;6335/1;ENGENHARIA ELÉTRICA - BRASÍLIA -  - MT - Engenheiro Eletricista;414360;ENGENHARIA ELÉTRICA;10;14;18;;;;0;3720;2145;360;1575;0;0;;;210;450;1;2019;
371;6351/1;ENGENHARIA DE REDES DE COMUNICAÇÃO - BRASÍLIA -  - MT - Bacharel;414330;ENGENHARIA DE REDES DE COMUNICAÇÃO;10;15;20;;;;0;3750;1740;360;2010;0;0;;;210;450;2;2018;
367;6424/1;ENGENHARIA MECÂNICA - BRASÍLIA -  - MT - Engenheiro Mecânico;414368;ENGENHARIA MECÂNICA;8;13;18;;;;0;3930;1095;360;2835;0;0;;;240;480;1;2016;
308;1503/1;QUÍMICA - BRASÍLIA -  - N - Licenciado;414871;QUÍMICA;7;10;15;;;;0;3045;930;360;1905;0;0;;;210;480;1;2016;
183;7161/-2;SAÚDE COLETIVA - BRASÍLIA -  - N - Bacharel;414291;SAÚDE COLETIVA;8;10;12;;;;0;3225;1365;360;1860;0;0;;;270;420;1;2010;
99;8311/-2;COMUNICAÇÃO SOCIAL - JORNALISMO - BRASÍLIA -  - MT - Bacharel;414164;COMUNICAÇÃO SOCIAL - JORNALISMO;8;11;14;;;;0;2790;960;360;1830;0;0;;;210;390;1;2016;
102;8486/-4;DIREITO - BRASÍLIA -  - MT - Bacharel;414220;DIREITO;10;13;16;;;;4;3840;390;360;3150;4;0;;;240;450;1;2016;
111;8885/-4;DIREITO - BRASÍLIA -  - N - Bacharel;414221;DIREITO;10;13;16;;;;4;3840;390;360;3150;4;0;;;240;450;1;2011;
260;2259/-4;CIÊNCIAS BIOLÓGICAS - BRASÍLIA -  - N - Licenciado;414392;CIÊNCIAS BIOLÓGICAS;8;11;14;;;;0;3060;1290;360;1770;0;0;;;240;450;1;2014;
100;8311/-3;COMUNICAÇÃO SOCIAL - JORNALISMO - BRASÍLIA -  - MT - Bacharel;414164;COMUNICAÇÃO SOCIAL - JORNALISMO;8;11;14;;;;0;2790;960;360;1830;0;0;;;210;390;1;2011;
188;8362/1;COMUNICAÇÃO SOCIAL - COMUNICAÇÃO ORGANIZACIONAL - BRASÍLIA -  - N - Bacharel;414137;COMUNICAÇÃO SOCIAL - COMUNICAÇÃO ORGANIZACIONAL;8;11;14;;;;0;2790;840;360;1950;0;0;;;210;390;2;2019;
189;8362/-2;COMUNICAÇÃO SOCIAL - COMUNICAÇÃO ORGANIZACIONAL - BRASÍLIA -  - N - Bacharel;414137;COMUNICAÇÃO SOCIAL - COMUNICAÇÃO ORGANIZACIONAL;8;11;14;;;;0;2790;840;360;1950;0;0;;;210;390;2;2016;
362;60810/1;EDUCAÇÃO FÍSICA - BRASÍLIA -  - MT - Bacharel;414276;EDUCAÇÃO FÍSICA;8;10;12;;;;0;3210;930;360;2070;0;0;;;270;450;1;2016;
163;6017/-2;ENGENHARIA DE PRODUÇÃO - BRASÍLIA -  - N - Bacharel;414326;ENGENHARIA DE PRODUÇÃO;10;14;18;;;;4;3600;1335;360;2265;4;0;;;180;420;1;2014;
465;9229/1;PEDAGOGIA - BRASÍLIA -  - MT - Licenciado;414229;PEDAGOGIA;8;11;14;;;;0;3330;840;360;2250;0;0;;;240;420;1;2019;
429;3859/1;GEOGRAFIA - BRASÍLIA -  - MT - Licenciado;414731;GEOGRAFIA;6;10;14;;;;0;2520;690;360;1830;0;0;;;195;450;2;2017;
23;8354/-5;COMUNICAÇÃO SOCIAL - AUDIOVISUAL - BRASÍLIA -  - MT - Bacharel;414151;COMUNICAÇÃO SOCIAL - AUDIOVISUAL;8;11;14;;;;0;2820;990;360;1830;0;0;;;210;390;1;2011;
208;8117/-7;ADMINISTRAÇÃO - BRASÍLIA -  - MT - Bacharel;414112;ADMINISTRAÇÃO;8;8;16;;;;8;3000;1530;360;1470;8;0;;;180;420;1;2011;
29;1112/-4;FÍSICA - BRASÍLIA -  - MT - Bacharel;414663;FÍSICA;6;9;12;;;;0;2670;960;360;1710;0;0;;;240;480;1;2007;
218;3123/-3;CIÊNCIAS SOCIAIS - SOCIOLOGIA - BRASÍLIA -  - MT - Bacharel;414425;CIÊNCIAS SOCIAIS - SOCIOLOGIA;6;10;14;;;;12;2520;930;360;1590;12;0;;;180;450;1;2016;
392;8311/1;COMUNICAÇÃO SOCIAL - BRASÍLIA -  - MT - Bacharel;414162;COMUNICAÇÃO SOCIAL;8;11;14;;;;0;2790;960;360;1830;0;0;;;210;390;2;2016;
234;3115/-5;CIÊNCIAS SOCIAIS - BRASÍLIA -  - MT - Bacharel;414404;CIÊNCIAS SOCIAIS;6;10;14;;;;12;2520;1530;360;990;12;0;;;195;450;1;2016;
39;1503/-3;QUÍMICA - BRASÍLIA -  - N - Licenciado;414871;QUÍMICA;6;9;12;;;;0;2760;1230;360;1530;0;0;;;210;480;1;2005;
34;1325/-5;MATEMÁTICA - BRASÍLIA -  - MT - Licenciado;414638;MATEMÁTICA;6;8;14;;;;0;2520;810;360;1710;0;0;;;210;450;1;2005;
35;1341/-2;MATEMÁTICA - BRASÍLIA -  - MT - Bacharel;414639;MATEMÁTICA;6;10;14;;;;0;2520;930;360;1590;0;0;;;195;435;1;2014;
31;1147/-4;FÍSICA - BRASÍLIA -  - N - Licenciado;414657;FÍSICA;6;10;14;;;;0;2670;900;360;1770;0;0;;;195;450;2;2014;
38;1449/-4;QUÍMICA - BRASÍLIA -  - MT - Bacharel;414870;QUÍMICA;6;9;12;;;;0;2760;1320;360;1440;0;0;;;240;480;1;2009;
9;1228/-3;GEOLOGIA - BRASÍLIA -  - MT - Geólogo;414677;GEOLOGIA;8;10;16;;;;0;3960;1650;360;2310;0;0;;;285;540;2;2009;
40;2216/-7;CIÊNCIAS BIOLÓGICAS - BRASÍLIA -  - MT - Bacharel;414391;CIÊNCIAS BIOLÓGICAS;6;8;12;;;;0;2850;1830;360;1020;0;0;;;240;480;1;2005;
68;6220/-2;ENGENHARIA CIVIL - BRASÍLIA -  - MT - Engenheiro Civil;414350;ENGENHARIA CIVIL;8;13;18;;;;0;3930;1380;360;2550;0;0;;;240;510;2;2009;
49;3417/-9;HISTÓRIA                                                               - BRASÍLIA -  - MT - Bacharel;702700;HISTÓRIA                                                              ;6;10;14;;;;0;2520;1320;360;1200;0;0;;;180;450;1;2012;
30;1147/-3;FÍSICA - BRASÍLIA -  - N - Licenciado;414657;FÍSICA;6;10;14;;;;0;2670;840;360;1830;0;0;;;195;450;1;2016;
37;1368/-3;MATEMÁTICA - BRASÍLIA -  - N - Licenciado;414640;MATEMÁTICA;6;10;14;;;;0;2520;600;360;1920;0;0;;;180;450;1;2005;
36;1341/-3;MATEMÁTICA - BRASÍLIA -  - MT - Bacharel;414639;MATEMÁTICA;6;10;14;;;;0;2520;930;360;1590;0;0;;;195;435;2;2011;
46;3344/-4;FILOSOFIA - BRASÍLIA -  - MT - Licenciado;414714;FILOSOFIA;6;10;14;;;;0;2400;1410;360;990;0;0;;;180;420;1;2012;
41;2259/-6;CIÊNCIAS BIOLÓGICAS - BRASÍLIA -  - N - Licenciado;414392;CIÊNCIAS BIOLÓGICAS;6;9;12;;;;0;2850;1290;360;1560;0;0;;;240;480;1;2012;
32;1147/-5;FÍSICA - BRASÍLIA -  - N - Licenciado;414657;FÍSICA;6;10;14;;;;0;2670;900;360;1770;0;0;;;195;450;1;2006;
12;5657/-5;ARTES VISUAIS - BRASÍLIA -  - MT - Licenciado;414553;ARTES VISUAIS;8;10;12;;;;0;2730;1200;360;1530;0;0;;;240;360;1;2009;
479;5657/-4;ARTES VISUAIS - BRASÍLIA -  - MT - Licenciado;414553;ARTES VISUAIS;8;10;12;;;;0;2730;1200;360;1530;0;0;;;240;360;1;2013;
24;6165/-3;AGRONOMIA - BRASÍLIA -  - MT - Engenheiro Agrônomo;414196;AGRONOMIA;8;11;14;;;;10;3930;1620;360;2310;10;0;;;300;480;2;2010;
25;6165/-4;AGRONOMIA - BRASÍLIA -  - MT - Engenheiro Agrônomo;414196;AGRONOMIA;8;11;14;;;;10;3930;1620;360;2310;10;0;;;300;480;1;2004;
434;6271/1;TURISMO - BRASÍLIA -  - MT - Bacharel;414088;TURISMO;8;12;16;;;;0;2640;810;360;1800;0;0;;;180;360;2;2017;
211;6165/-2;AGRONOMIA - BRASÍLIA -  - MT - Engenheiro Agrônomo;414196;AGRONOMIA;8;11;14;;;;10;3930;1620;360;2310;10;0;;;300;480;2;2011;
403;1147/-2;FÍSICA - BRASÍLIA -  - N - Licenciado;414657;FÍSICA;6;10;14;;;;0;2670;840;360;1830;0;0;;;195;450;1;2017;
332;1589/-2;QUÍMICA TECNOLÓGICA - BRASÍLIA -  - MT - Bacharel;414873;QUÍMICA TECNOLÓGICA;8;13;18;;;;0;3300;1680;360;1620;0;0;;;240;420;1;2016;
449;6165/1;AGRONOMIA - BRASÍLIA -  - MT - Engenheiro Agrônomo;414196;AGRONOMIA;10;13;16;;;;0;3960;660;360;3300;0;0;;;270;480;1;2018;
64;4529/1;LETRAS - TRADUÇÃO - FRANCÊS - BRASÍLIA -  - MT - Bacharel;414813;LETRAS - TRADUÇÃO - FRANCÊS;6;10;14;;;;0;2700;1200;360;1500;0;0;;;180;450;2;2008;
28;1112/-3;FÍSICA - BRASÍLIA -  - MT - Bacharel;414663;FÍSICA;6;9;12;;;;8;2670;990;360;1680;8;0;;;240;480;1;2014;
33;1155/1;FÍSICA COMPUTACIONAL - BRASÍLIA -  - MT - Bacharel;414662;FÍSICA COMPUTACIONAL;6;9;12;;;;8;2670;1080;360;1590;8;0;;;240;480;2;2014;
130;7153/-4;SAÚDE COLETIVA - BRASÍLIA -  - MT - Bacharel;414912;SAÚDE COLETIVA;8;8;14;;;;0;3210;630;360;2580;0;0;;;240;450;2;2008;
