id_curriculo;codigo;nome_matriz;id_curso;nome_curso;semestre_conclusao_minimo;semestre_conclusao_ideal;semestre_conclusao_maximo;meses_conclusao_minimo;meses_conclusao_ideal;meses_conclusao_maximo;cr_total_minimo;ch_total_minima;ch_optativas_minima;max_eletivos;ch_nao_atividade_obrigatoria;cr_nao_atividade_obrigatorio;ch_atividade_obrigatoria;cr_minimo_semestre;cr_maximo_semestre;ch_minima_semestre;ch_maxima_semestre;periodo_entrada_vigor;ano_entrada_vigor;observacao
284;7692/-2;FARMÁCIA - BRASÍLIA -  - MT - Bacharel;414286;FARMÁCIA;10;13;15;;;;4;4380;1560;360;2820;4;0;;;300;480;2;2013;
294;2313/-2;CIÊNCIAS BIOLÓGICAS - BRASÍLIA -  - MT - Licenciado;414393;CIÊNCIAS BIOLÓGICAS;6;10;14;;;;0;3090;840;360;2040;0;0;;;180;525;1;2014;
458;8150/1;ADMINISTRAÇÃO - BRASÍLIA -  - N - Bacharel;414099;ADMINISTRAÇÃO;8;12;16;;;;4;3000;1320;360;1680;4;0;;;210;420;2;2018;
57;4146/-3;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA - BRASÍLIA -  - N - Licenciado;414845;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA;6;10;14;;;;0;2640;1140;360;1500;0;0;;;180;450;2;2008;
56;4146/-2;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA - BRASÍLIA -  - N - Licenciado;414845;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA;6;10;14;;;;0;2640;810;360;1830;0;0;;;180;450;2;2014;
4052097;5592/-2;MÚSICA - PIANO - BRASÍLIA -  - MT - Bacharel;414500;MÚSICA - PIANO;6;8;10;;;;0;1050;330;360;720;0;0;;;210;360;2;2006;
113;3221/-4;CIÊNCIAS ECONÔMICAS - BRASÍLIA -  - MT - Bacharel;414699;CIÊNCIAS ECONÔMICAS;6;8;14;;;;96;3000;1230;360;1770;96;0;;;210;480;1;2011;
381;4227/1;LETRAS - LÍNGUA FRANCESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Licenciado;414796;LETRAS - LÍNGUA FRANCESA E RESPECTIVA LITERATURA;6;9;14;;;;4;2700;1110;360;1590;4;0;;;180;450;2;2016;
114;3221/-5;CIÊNCIAS ECONÔMICAS - BRASÍLIA -  - MT - Bacharel;414699;CIÊNCIAS ECONÔMICAS;6;8;14;;;;92;3000;1170;360;1830;92;0;;;210;480;1;2007;
192;4111/-2;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Bacharel;414843;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA;6;10;14;;;;0;2700;1230;360;1470;0;0;;;180;450;2;2010;
266;3344/-2;FILOSOFIA - BRASÍLIA -  - MT - Licenciado;414714;FILOSOFIA;8;11;14;;;;0;3030;900;360;1920;0;0;;;210;390;1;2014;
382;4316/1;LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Bacharel;414809;LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA;6;8;14;;;;0;2700;1260;360;1440;0;0;;;180;450;2;2016;
27;7315/-4;EDUCAÇÃO FÍSICA - BRASÍLIA -  - MT - Licenciado;414274;EDUCAÇÃO FÍSICA;8;11;14;;;;0;2910;1140;360;1770;0;0;;;240;390;1;2004;
401;6289/-2;ENGENHARIA DE ENERGIA - BRASÍLIA -  - MT - Bacharel;414922;ENGENHARIA DE ENERGIA;10;10;16;;;;0;3825;1875;360;1950;0;0;;;240;480;2;2016;
96;8192/1;ARQUIVOLOGIA - BRASÍLIA -  - N - Bacharel;414931;ARQUIVOLOGIA;6;10;10;;;;0;2400;1140;360;1260;0;0;;;240;420;1;2013;
359;2259/-2;CIÊNCIAS BIOLÓGICAS - BRASÍLIA -  - N - Licenciado;414392;CIÊNCIAS BIOLÓGICAS;8;11;14;;;;0;3060;1230;360;1830;0;0;;;240;450;1;2016;
469;5371/-2;ARTES CÊNICAS - INTERPRETAÇÃO TEATRAL - BRASÍLIA -  - MT - Bacharel;414436;ARTES CÊNICAS - INTERPRETAÇÃO TEATRAL;7;10;12;;;;0;2880;1260;360;1620;0;0;;;240;450;2;2019;
4052098;5622/-2;MÚSICA                                                                 - BRASÍLIA -  - MT - Bacharel;702698;MÚSICA                                                                ;12;12;16;;;;0;2310;1080;360;1230;0;0;;;210;360;2;2006;
450;6297/1;ENGENHARIA AUTOMOTIVA - BRASÍLIA -  - MT - Bacharel;414919;ENGENHARIA AUTOMOTIVA;10;13;16;;;;0;3615;1110;360;2505;0;0;;;240;480;1;2018;
360;3352/1;FILOSOFIA - BRASÍLIA -  - N - Licenciado;414715;FILOSOFIA;8;11;14;;;;0;3030;900;360;1920;0;0;;;210;390;1;2016;
2;3131/1;CIÊNCIAS SOCIAIS - ANTROPOLOGIA - BRASÍLIA -  - MT - Bacharel;414407;CIÊNCIAS SOCIAIS - ANTROPOLOGIA;6;10;14;;;;12;2520;870;360;1650;12;0;;;180;450;2;2019;
194;4120/-2;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Licenciado;414844;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA;6;10;14;;;;0;2700;810;360;1890;0;0;;;180;450;2;2014;
378;4111/1;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Bacharel;414843;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA;6;10;14;;;;0;2700;1230;360;1470;0;0;;;180;450;2;2016;
4;3131/-3;CIÊNCIAS SOCIAIS - ANTROPOLOGIA - BRASÍLIA -  - MT - Bacharel;414407;CIÊNCIAS SOCIAIS - ANTROPOLOGIA;6;10;14;;;;12;2520;870;360;1650;12;0;;;180;450;1;2016;
59;4154/-2;LETRAS - LÍNGUA ESPANHOLA E LITERATURA ESPANHOLA E HISPANO-AMERICANA - BRASÍLIA -  - N - Licenciado;414782;LETRAS - LÍNGUA ESPANHOLA E LITERATURA ESPANHOLA E HISPANO-AMERICANA;8;12;16;;;;0;2550;780;360;1770;0;0;;;180;420;2;2007;
334;4430/1;LETRAS - PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA - BRASÍLIA -  - MT - Licenciado;414848;LETRAS - PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA;6;10;14;;;;0;2820;840;360;1980;0;0;;;180;450;1;2015;
42;3115/-7;CIÊNCIAS SOCIAIS - BRASÍLIA -  - MT - Bacharel;414404;CIÊNCIAS SOCIAIS;6;10;14;;;;12;2520;1530;360;990;12;0;;;195;450;1;2005;
43;3166/-5;CIÊNCIAS SOCIAIS                                                       - BRASÍLIA -  - MT - Licenciado;702695;CIÊNCIAS SOCIAIS                                                      ;6;10;14;;;;12;2520;1080;360;1440;12;0;;;195;450;2;2016;
110;8885/-3;DIREITO - BRASÍLIA -  - N - Bacharel;414221;DIREITO;10;13;16;;;;4;3840;390;360;3150;4;0;;;240;450;1;2016;
4052096;1112/-5;FÍSICA - BRASÍLIA -  - MT - Bacharel;414663;FÍSICA;6;8;12;;;;0;1740;1050;360;690;0;0;;;240;480;2;1997;
415;3115/-3;CIÊNCIAS SOCIAIS - BRASÍLIA -  - MT - Bacharel;414404;CIÊNCIAS SOCIAIS;6;10;14;;;;12;2520;1530;360;990;12;0;;;195;450;2;2017;
446;8885/-2;DIREITO - BRASÍLIA -  - N - Bacharel;414221;DIREITO;10;13;16;;;;4;3840;390;360;3150;4;0;;;240;450;2;2017;
14;5665/-4;ARTES VISUAIS - BRASÍLIA -  - N - Licenciado;414551;ARTES VISUAIS;8;11;14;;;;0;2730;1140;360;1590;0;0;;;180;360;1;2016;
13;5657/-6;ARTES VISUAIS - BRASÍLIA -  - MT - Licenciado;414553;ARTES VISUAIS;8;10;12;;;;0;2730;1200;360;1530;0;0;;;240;360;2;2004;
177;6181/-4;MEDICINA VETERINÁRIA - BRASÍLIA -  - MT - Médico Veterinário;414202;MEDICINA VETERINÁRIA;10;14;18;;;;0;4005;1815;360;2190;0;0;;;270;510;1;2010;
405;6521/-2;ENGENHARIA FLORESTAL - BRASÍLIA -  - MT - Engenheiro Florestal;414342;ENGENHARIA FLORESTAL;8;12;16;;;;0;3870;1185;360;2685;0;0;;;255;510;1;2017;
379;4146/1;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA - BRASÍLIA -  - N - Licenciado;414845;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA;6;10;14;;;;0;2640;810;360;1830;0;0;;;180;450;2;2016;
223;60828/-2;TEORIA, CRÍTICA E HISTÓRIA DA ARTE - BRASÍLIA -  - N - Bacharel;414435;TEORIA, CRÍTICA E HISTÓRIA DA ARTE;8;10;12;;;;0;2610;1680;360;930;0;0;;;240;360;1;2013;
196;4219/-2;LETRAS - LÍNGUA FRANCESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Bacharel;414795;LETRAS - LÍNGUA FRANCESA E RESPECTIVA LITERATURA;6;10;14;;;;4;2700;1260;360;1440;4;0;;;180;450;2;2010;
336;698/-2;LÍNGUA DE SINAIS BRASILEIRA -PORTUGUÊS COMO SEGUNDA LÍNGUA - BRASÍLIA -  - MT - Licenciado;414849;LÍNGUA DE SINAIS BRASILEIRA -PORTUGUÊS COMO SEGUNDA LÍNGUA;8;12;16;;;;0;2820;570;360;2250;0;0;;;180;390;1;2016;
197;4227/-2;LETRAS - LÍNGUA FRANCESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Licenciado;414796;LETRAS - LÍNGUA FRANCESA E RESPECTIVA LITERATURA;6;10;14;;;;4;2700;1110;360;1590;4;0;;;180;450;1;2015;
436;8150/-2;ADMINISTRAÇÃO - BRASÍLIA -  - N - Bacharel;414099;ADMINISTRAÇÃO;8;12;16;;;;4;3000;1320;360;1680;4;0;;;180;420;2;2017;
199;4316/-2;LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Bacharel;414809;LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA;6;10;14;;;;0;2700;1260;360;1440;0;0;;;180;450;2;2014;
384;4626/1;LETRAS - TRADUÇÃO - ESPANHOL - BRASÍLIA -  - N - Bacharel;414775;LETRAS - TRADUÇÃO - ESPANHOL;7;11;14;;;;0;2520;750;360;1770;0;0;;;180;390;2;2016;
180;7111/-2;MEDICINA - BRASÍLIA -  - MT - Médico;414280;MEDICINA;10;14;18;;;;0;7200;3660;360;3540;0;0;;;285;570;2;2015;
374;7111/1;MEDICINA - BRASÍLIA -  - MT - Médico;414280;MEDICINA;12;15;18;;;;22;7920;720;360;7200;22;0;;;285;960;1;2016;
103;8486/-5;DIREITO - BRASÍLIA -  - MT - Bacharel;414220;DIREITO;10;13;16;;;;4;3840;390;360;3150;4;0;;;240;450;1;2011;
169;8265/-4;MUSEOLOGIA                                                             - BRASÍLIA -  - MT - Bacharel;702704;MUSEOLOGIA                                                            ;7;8;12;;;;4;2535;885;360;1650;4;0;;;240;420;2;2009;
377;3867/1;GEOGRAFIA - BRASÍLIA -  - MT - Licenciado;414687;GEOGRAFIA;6;8;14;;;;0;2910;60;360;2640;0;0;;;180;510;2;2016;
105;8591/1;CIÊNCIA POLÍTICA - BRASÍLIA -  - MT - Bacharel;414892;CIÊNCIA POLÍTICA;6;9;12;;;;8;2670;1350;360;1320;8;0;;;240;480;2;2019;
339;7692/1;FARMÁCIA - BRASÍLIA -  - MT - Bacharel;414286;FARMÁCIA;10;13;15;;;;4;4380;1560;360;2820;4;0;;;300;480;1;2015;
447;931/1;FÍSICA - BRASÍLIA -  - MT - Licenciado;414664;FÍSICA;8;11;14;;;;0;3240;1020;360;2220;0;0;;;210;450;2;2017;
175;5673/-2;ARQUITETURA E URBANISMO - BRASÍLIA -  - N - Arquiteto e Urbanista;414181;ARQUITETURA E URBANISMO;9;13;18;;;;0;3750;540;360;3120;0;0;;;240;510;1;2010;
291;9296/1;PEDAGOGIA - BRASÍLIA -  - MT - Licenciado;414231;PEDAGOGIA;10;12;14;;;;0;3240;960;360;2280;0;0;;;240;420;1;2016;
109;8591/-5;CIÊNCIA POLÍTICA - BRASÍLIA -  - MT - Bacharel;414892;CIÊNCIA POLÍTICA;6;9;12;;;;8;2670;1350;360;1320;8;0;;;240;480;2;2006;
364;6254/1;ENGENHARIA AMBIENTAL - BRASÍLIA -  - MT - Engenheiro;414345;ENGENHARIA AMBIENTAL;10;14;18;;;;0;3900;1275;360;2625;0;0;;;240;480;1;2018;
210;3221/-3;CIÊNCIAS ECONÔMICAS - BRASÍLIA -  - MT - Bacharel;414699;CIÊNCIAS ECONÔMICAS;6;8;14;;;;96;3000;1230;360;1770;96;0;;;210;480;2;2011;
411;6360/1;ENGENHARIA DE SOFTWARE - BRASÍLIA -  - MT - Bacharel;414924;ENGENHARIA DE SOFTWARE;9;10;16;;;;4;3480;900;360;2580;4;0;;;240;480;1;2017;
222;60810/-2;EDUCAÇÃO FÍSICA - BRASÍLIA -  - MT - Bacharel;414276;EDUCAÇÃO FÍSICA;8;10;12;;;;4;3210;1050;360;1950;4;0;;;270;450;1;2012;
293;2313/1;CIÊNCIAS BIOLÓGICAS - BRASÍLIA -  - MT - Licenciado;414393;CIÊNCIAS BIOLÓGICAS;6;10;14;;;;0;3090;690;360;2190;0;0;;;180;525;2;2014;
335;698/1;LÍNGUA DE SINAIS BRASILEIRA -PORTUGUÊS COMO SEGUNDA LÍNGUA - BRASÍLIA -  - MT - Licenciado;414849;LÍNGUA DE SINAIS BRASILEIRA -PORTUGUÊS COMO SEGUNDA LÍNGUA;8;12;16;;;;0;2820;510;360;2310;0;0;;;180;390;1;2019;
380;4219/1;LETRAS - LÍNGUA FRANCESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Bacharel;414795;LETRAS - LÍNGUA FRANCESA E RESPECTIVA LITERATURA;6;10;14;;;;4;2700;1260;360;1440;4;0;;;180;450;2;2016;
195;4120/-3;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Licenciado;414844;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA;6;10;14;;;;0;2700;1290;360;1410;0;0;;;180;450;2;2010;
227;8516/-3;CIÊNCIAS CONTÁBEIS - BRASÍLIA -  - MT - Bacharel;414130;CIÊNCIAS CONTÁBEIS;8;11;14;;;;12;3000;1140;360;1860;12;0;;;210;420;1;2012;
328;6262/1;GESTÃO DE AGRONEGÓCIOS - BRASÍLIA -  - N - Bacharel;414198;GESTÃO DE AGRONEGÓCIOS;8;12;16;;;;8;3000;990;360;2010;8;0;;;240;480;2;2014;
444;8583/-2;CIÊNCIAS CONTÁBEIS - BRASÍLIA -  - N - Bacharel;414131;CIÊNCIAS CONTÁBEIS;10;12;14;;;;8;3000;1200;360;1800;8;0;;;210;420;2;2017;
263;3336/-3;FILOSOFIA - BRASÍLIA -  - MT - Bacharel;414713;FILOSOFIA;6;10;14;;;;0;2400;960;360;1440;0;0;;;210;390;1;2014;
262;3336/-2;FILOSOFIA - BRASÍLIA -  - MT - Bacharel;414713;FILOSOFIA;6;10;14;;;;0;2400;960;360;1440;0;0;;;210;390;1;2017;
419;3336/1;FILOSOFIA - BRASÍLIA -  - MT - Bacharel;414713;FILOSOFIA;6;10;14;;;;0;2400;960;360;1440;0;0;;;210;390;2;2017;
240;6181/1;MEDICINA VETERINÁRIA - BRASÍLIA -  - MT - Médico Veterinário;414202;MEDICINA VETERINÁRIA;10;15;20;;;;0;4200;870;360;3330;0;0;;;270;480;1;2016;
149;5711/-2;ARTES CÊNICAS - BRASÍLIA -  - MT - Licenciado;414437;ARTES CÊNICAS;8;10;12;;;;10;2880;870;360;2010;10;0;;;240;480;1;2016;
150;5711/-4;ARTES CÊNICAS - BRASÍLIA -  - MT - Licenciado;414437;ARTES CÊNICAS;8;8;12;;;;10;2880;930;360;1950;10;0;;;240;480;1;2012;
151;5711/-6;ARTES CÊNICAS - BRASÍLIA -  - MT - Licenciado;414437;ARTES CÊNICAS;8;10;12;;;;10;2880;930;360;1950;10;0;;;240;480;2;2009;
152;5711/-5;ARTES CÊNICAS - BRASÍLIA -  - MT - Licenciado;414437;ARTES CÊNICAS;8;10;12;;;;10;2880;930;360;1950;10;0;;;240;480;1;2009;
154;5720/-3;ARTES CÊNICAS                                                          - BRASÍLIA -  - N - Licenciado;702696;ARTES CÊNICAS                                                         ;8;10;12;;;;4;2880;1080;360;1800;4;0;;;240;420;1;2009;
15;5665/-5;ARTES VISUAIS - BRASÍLIA -  - N - Licenciado;414551;ARTES VISUAIS;8;11;14;;;;0;2730;1200;360;1530;0;0;;;180;360;1;2004;
81;6190/1;GESTÃO DO AGRONEGÓCIO - BRASÍLIA -  - MT - Bacharel;414889;GESTÃO DO AGRONEGÓCIO;8;12;16;;;;0;3000;900;360;2100;0;0;;;180;420;1;2006;
322;7323/-2;EDUCAÇÃO FÍSICA - BRASÍLIA -  - MT - Licenciado;414275;EDUCAÇÃO FÍSICA;8;10;12;;;;0;2820;540;360;2070;0;0;;;300;390;1;2014;
321;7323/1;EDUCAÇÃO FÍSICA - BRASÍLIA -  - MT - Licenciado;414275;EDUCAÇÃO FÍSICA;8;10;12;;;;0;2820;540;360;2070;0;0;;;300;390;2;2014;
198;4227/-3;LETRAS - LÍNGUA FRANCESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Licenciado;414796;LETRAS - LÍNGUA FRANCESA E RESPECTIVA LITERATURA;6;10;14;;;;4;2700;1170;360;1530;4;0;;;180;450;2;2010;
200;4316/-3;LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Bacharel;414809;LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA;6;10;14;;;;0;2700;1260;360;1440;0;0;;;180;450;2;2010;
72;6335/-6;ENGENHARIA ELÉTRICA - BRASÍLIA -  - MT - Engenheiro Eletricista;414360;ENGENHARIA ELÉTRICA;8;10;18;;;;4;3930;2115;360;1815;4;0;;;240;510;1;2009;
456;8117/1;ADMINISTRAÇÃO - BRASÍLIA -  - MT - Bacharel;414112;ADMINISTRAÇÃO;8;12;16;;;;4;3000;1320;360;1680;4;0;;;210;420;1;2020;
457;8117/-2;ADMINISTRAÇÃO - BRASÍLIA -  - MT - Bacharel;414112;ADMINISTRAÇÃO;8;8;16;;;;4;3000;1320;360;1680;4;0;;;210;420;2;2018;
445;8885/1;DIREITO - BRASÍLIA -  - N - Bacharel;414221;DIREITO;10;13;16;;;;4;3840;390;360;3150;4;0;;;240;450;2;2019;
60;4324/-5;LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Licenciado;702701;LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA;6;10;14;;;;0;2700;1110;360;1590;0;0;;;195;450;1;2005;
61;4430/-2;LETRAS - PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA - BRASÍLIA -  - MT - Licenciado;414848;LETRAS - PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA;6;10;14;;;;0;2460;480;360;1980;0;0;;;180;450;2;2014;
338;7609/1;FARMÁCIA - BRASÍLIA -  - N - Bacharel;414287;FARMÁCIA;12;12;18;;;;4;4380;1500;360;2880;4;0;;;255;450;1;2015;
412;1325/1;MATEMÁTICA - BRASÍLIA -  - MT - Licenciado;414638;MATEMÁTICA;6;10;14;;;;0;2820;690;360;1920;0;0;;;240;480;2;2017;
480;7315/1;EDUCAÇÃO FÍSICA - BRASÍLIA -  - MT - Licenciado;414274;EDUCAÇÃO FÍSICA;6;8;10;;;;2;2820;810;360;1800;2;0;;;300;480;2;2016;
330;7412/1;ENFERMAGEM - BRASÍLIA -  - MT - Enfermeiro;414295;ENFERMAGEM;10;10;15;;;;0;4020;1680;360;2340;0;0;;;270;435;1;2015;
62;4430/-3;LETRAS - PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA - BRASÍLIA -  - MT - Licenciado;414848;LETRAS - PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA;6;10;14;;;;0;2460;840;360;1620;0;0;;;180;450;1;2005;
427;3522/1;SERVIÇO SOCIAL - BRASÍLIA -  - N - Bacharel;414765;SERVIÇO SOCIAL;8;9;16;;;;0;3000;960;360;2040;0;0;;;210;420;2;2017;
265;3344/1;FILOSOFIA - BRASÍLIA -  - MT - Licenciado;414714;FILOSOFIA;8;11;14;;;;0;3030;900;360;1920;0;0;;;210;390;1;2017;
124;3514/-3;SERVIÇO SOCIAL - BRASÍLIA -  - MT - Bacharel;414764;SERVIÇO SOCIAL;7;8;14;;;;4;3120;1230;360;1890;4;0;;;210;450;2;2008;
119;4910/-3;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Licenciado;414772;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA;9;13;16;;;;0;3240;90;360;3150;0;0;;;150;420;2;2007;
358;2259/1;CIÊNCIAS BIOLÓGICAS - BRASÍLIA -  - N - Licenciado;414392;CIÊNCIAS BIOLÓGICAS;8;9;14;;;;0;3060;1170;360;1890;0;0;;;240;450;2;2016;
385;4910/1;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA - BRASÍLIA -  - MT - Licenciado;414772;LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA;9;13;16;;;;0;3240;30;360;3210;0;0;;;150;540;2;2016;
224;60828/-3;TEORIA, CRÍTICA E HISTÓRIA DA ARTE - BRASÍLIA -  - N - Bacharel;414435;TEORIA, CRÍTICA E HISTÓRIA DA ARTE;8;10;12;;;;0;2610;1680;360;930;0;0;;;240;360;1;2012;
5;3131/-4;CIÊNCIAS SOCIAIS - ANTROPOLOGIA - BRASÍLIA -  - MT - Bacharel;414407;CIÊNCIAS SOCIAIS - ANTROPOLOGIA;6;10;14;;;;0;2520;780;360;1740;0;0;;;180;450;2;1997;
468;5371/1;ARTES CÊNICAS - INTERPRETAÇÃO TEATRAL - BRASÍLIA -  - MT - Bacharel;414436;ARTES CÊNICAS - INTERPRETAÇÃO TEATRAL;7;10;12;;;;0;2880;1350;360;1530;0;0;;;240;450;1;2020;
252;5126/-2;ARQUITETURA E URBANISMO - BRASÍLIA -  - MT - Arquiteto e Urbanista;414180;ARQUITETURA E URBANISMO;9;14;18;;;;0;3750;570;360;3090;0;0;;;240;510;1;2013;
369;5126/1;ARQUITETURA E URBANISMO - BRASÍLIA -  - MT - Arquiteto e Urbanista;414180;ARQUITETURA E URBANISMO;9;14;18;;;;0;3750;570;360;3090;0;0;;;240;510;1;2016;
268;434/1;MÚSICA - BRASÍLIA -  - MT - Licenciado;414459;MÚSICA;8;11;14;;;;0;2850;1470;360;1380;0;0;;;210;390;2;2013;
134;6131/-4;ENGENHARIA ELETRÔNICA - BRASÍLIA -  - MT - Bacharel;414926;ENGENHARIA ELETRÔNICA;10;13;16;;;;0;3645;1950;360;1695;0;0;;;240;480;2;2008;
133;6131/-3;ENGENHARIA ELETRÔNICA - BRASÍLIA -  - MT - Bacharel;414926;ENGENHARIA ELETRÔNICA;10;13;16;;;;0;3645;1950;360;1695;0;0;;;240;480;2;2013;
368;6131/-2;ENGENHARIA ELETRÔNICA - BRASÍLIA -  - MT - Bacharel;414926;ENGENHARIA ELETRÔNICA;10;13;16;;;;0;3855;2160;360;1695;0;0;;;240;480;1;2016;
373;6351/-3;ENGENHARIA DE REDES DE COMUNICAÇÃO - BRASÍLIA -  - MT - Bacharel;414330;ENGENHARIA DE REDES DE COMUNICAÇÃO;10;15;20;;;;0;3750;1680;360;2070;0;0;;;210;450;1;2016;
372;6351/-2;ENGENHARIA DE REDES DE COMUNICAÇÃO - BRASÍLIA -  - MT - Bacharel;414330;ENGENHARIA DE REDES DE COMUNICAÇÃO;10;15;20;;;;0;3750;1680;360;2070;0;0;;;210;450;1;2017;
127;7137/-3;FISIOTERAPIA - BRASÍLIA -  - MT - Bacharel;414908;FISIOTERAPIA;10;10;18;;;;0;4500;1950;360;2280;0;0;;;240;450;2;2008;
452;7072/-2;ENFERMAGEM - BRASÍLIA -  - MT - Enfermeiro;414902;ENFERMAGEM;10;12;14;;;;0;4230;2490;360;1740;0;0;;;240;450;1;2018;
306;1449/-2;QUÍMICA - BRASÍLIA -  - MT - Bacharel;414870;QUÍMICA;8;10;12;;;;0;3150;1020;360;2130;0;0;;;270;420;1;2016;
376;1449/1;QUÍMICA - BRASÍLIA -  - MT - Bacharel;414870;QUÍMICA;8;10;12;;;;0;3150;1020;360;2130;0;0;;;270;420;2;2016;
4055980;6521/1;ENGENHARIA FLORESTAL - BRASÍLIA -  - MT - Engenheiro Florestal;414342;ENGENHARIA FLORESTAL;8;10;16;;;;0;3870;615;360;3255;0;0;;;255;510;1;2020;
79;6521/-5;ENGENHARIA FLORESTAL - BRASÍLIA -  - MT - Engenheiro Florestal;414342;ENGENHARIA FLORESTAL;8;12;16;;;;8;3870;1050;360;2820;8;0;;;255;510;1;2005;
108;8591/-4;CIÊNCIA POLÍTICA - BRASÍLIA -  - MT - Bacharel;414892;CIÊNCIA POLÍTICA;6;9;12;;;;8;2670;1350;360;1320;8;0;;;240;480;2;2008;
112;8885/-5;DIREITO - BRASÍLIA -  - N - Bacharel;414221;DIREITO;10;13;16;;;;4;3840;330;360;3210;4;0;;;240;450;2;2006;
235;3115/-6;CIÊNCIAS SOCIAIS - BRASÍLIA -  - MT - Bacharel;414404;CIÊNCIAS SOCIAIS;6;10;14;;;;12;2520;1530;360;990;12;0;;;195;450;2;2012;
441;8516/1;CIÊNCIAS CONTÁBEIS - BRASÍLIA -  - MT - Bacharel;414130;CIÊNCIAS CONTÁBEIS;8;11;14;;;;8;3000;1140;360;1860;8;0;;;210;420;2;2019;
337;698/-3;LÍNGUA DE SINAIS BRASILEIRA -PORTUGUÊS COMO SEGUNDA LÍNGUA - BRASÍLIA -  - MT - Licenciado;414849;LÍNGUA DE SINAIS BRASILEIRA -PORTUGUÊS COMO SEGUNDA LÍNGUA;8;12;16;;;;0;2820;630;360;2190;0;0;;;180;390;1;2015;
20;9245/-3;PEDAGOGIA - BRASÍLIA -  - N - Licenciado;414230;PEDAGOGIA;6;10;14;;;;0;3210;1110;360;2100;0;0;;;180;420;1;2016;
397;9229/-2;PEDAGOGIA - BRASÍLIA -  - MT - Licenciado;414229;PEDAGOGIA;6;10;14;;;;0;3210;1110;360;2100;0;0;;;180;450;2;2016;
4005580;8265/1;MUSEOLOGIA                                                             - BRASÍLIA -  - MT - Bacharel;702704;MUSEOLOGIA                                                            ;7;8;12;;;;0;2535;945;360;1590;0;0;;;240;420;1;2020;
167;8265/-2;MUSEOLOGIA                                                             - BRASÍLIA -  - MT - Bacharel;702704;MUSEOLOGIA                                                            ;7;8;12;;;;0;2535;945;360;1590;0;0;;;240;420;1;2016;
168;8265/-3;MUSEOLOGIA                                                             - BRASÍLIA -  - MT - Bacharel;702704;MUSEOLOGIA                                                            ;7;8;12;;;;0;2535;945;360;1590;0;0;;;240;420;2;2012;
122;9636/-3;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA E MATEMÁTICA - BRASÍLIA -  - MT - Licenciado;414882;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA E MATEMÁTICA;8;10;12;;;;0;3550;10;360;3540;0;0;;;315;585;2;2007;
