id_curso,nome,id_coordenador,coordenador,situacao_curso,nivel_ensino,grau_academico,modalidade_educacao,area_conhecimento,tipo_oferta,turno,tipo_ciclo_formacao,municipio,campus,id_unidade_responsavel,unidade_responsavel,website,data_funcionamento,codigo_inep,dou,portaria_reconhecimento,convenio_academico,nome_curso_norm,turno_norm,campus_norm,grau_academico_norm,area_conhecimento_norm,unidade_responsavel_norm
414509,MÚSICA - SAXOFONE,6226,Cotts Pellegrino Eoripedes Vilagra Sapata,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2013-08-12,26035,2013-07-25,330,,MUSICA - SAXOFONE,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
414513,MÚSICA - TROMBONE,6226,Cotts Pellegrino Eoripedes Vilagra Sapata,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2013-08-12,26035,2013-07-25,330,,MUSICA - TROMBONE,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
1841275,MÚSICA - TROMPA,6226,Cotts Pellegrino Eoripedes Vilagra Sapata,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2013-07-25,26035,2013-07-25,330,,MUSICA - TROMPA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
414523,MÚSICA - TROMPETE,6226,Cotts Pellegrino Eoripedes Vilagra Sapata,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2013-08-12,26035,2013-07-25,330,,MUSICA - TROMPETE,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
414528,MÚSICA - VIOLA,6226,Cotts Pellegrino Eoripedes Vilagra Sapata,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2013-08-12,26035,2013-07-25,330,,MUSICA - VIOLA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
414533,MÚSICA - VIOLÃO,6226,Cotts Pellegrino Eoripedes Vilagra Sapata,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2013-08-12,26035,2013-07-25,330,,MUSICA - VIOLAO,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
414538,MÚSICA - VIOLINO,6226,Cotts Pellegrino Eoripedes Vilagra Sapata,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2013-08-12,26035,2013-07-25,330,,MUSICA - VIOLINO,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
414543,MÚSICA - VIOLONCELO,6226,Cotts Pellegrino Eoripedes Vilagra Sapata,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2013-08-12,26035,2013-07-25,330,,MUSICA - VIOLONCELO,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
414314,NUTRIÇÃO,11546,Migri Ho Lantis,ATIVO,,Nutricionista,Presencial,Ciências da Saúde,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,424,DEPTO NUTRICAO,,2019-03-06,144,2012-01-09,01,,NUTRICAO,MATUTINO E VESPERTINO,DARCY RIBEIRO,NUTRICIONISTA,CIENCIAS DA SAUDE,DEPTO NUTRICAO
414321,ODONTOLOGIA,16997,Amóz Diotaiuti Simomukay Subhi,ATIVO,,Cirurgião Dentista,Presencial,Ciências da Saúde,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,427,DEPTO ODONTOLOGIA,,2010-02-28,141,1985-03-13,000176,,ODONTOLOGIA,MATUTINO E VESPERTINO,DARCY RIBEIRO,CIRURGIAO DENTISTA,CIENCIAS DA SAUDE,DEPTO ODONTOLOGIA
414229,PEDAGOGIA,3647,Leazir Mészatti Farnezi Monthay,ATIVO,,Licenciado,Presencial,Ciências Humanas,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,381,FACULDADE DE EDUCAÇÃO,,2019-03-06,150,2016-12-15,795,,PEDAGOGIA,MATUTINO E VESPERTINO,DARCY RIBEIRO,LICENCIADO,CIENCIAS HUMANAS,FACULDADE DE EDUCACAO
414230,PEDAGOGIA,4186,Masae Betette Lilma,ATIVO,,Licenciado,Presencial,Ciências Humanas,Semestral,Noturno,Um ciclo,BRASÍLIA,DARCY RIBEIRO,381,FACULDADE DE EDUCAÇÃO,,2019-03-06,163,2016-12-15,795,,PEDAGOGIA,NOTURNO,DARCY RIBEIRO,LICENCIADO,CIENCIAS HUMANAS,FACULDADE DE EDUCACAO
414231,PEDAGOGIA,19436,Shuatz Rominho dos Martírios,ATIVO,,Licenciado,A Distância,Ciências Humanas,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,381,FACULDADE DE EDUCAÇÃO,,2013-08-12,112170,2013-05-22,227,,PEDAGOGIA,MATUTINO E VESPERTINO,DARCY RIBEIRO,LICENCIADO,CIENCIAS HUMANAS,FACULDADE DE EDUCACAO
414961,PSICOLOGIA,7009,Nazarov Periera Badiali Trondoli Barja,ATIVO,,Licenciado,Presencial,Ciências Humanas,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,583,INSTITUTO DE PSICOLOGIA,,2017-07-24,44376,2017-08-15,916,,PSICOLOGIA,MATUTINO E VESPERTINO,DARCY RIBEIRO,LICENCIADO,CIENCIAS HUMANAS,INSTITUTO DE PSICOLOGIA
414962,PSICOLOGIA,7009,Nazarov Periera Badiali Trondoli Barja,ATIVO,,Psicólogo,Presencial,Ciências Humanas,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,583,INSTITUTO DE PSICOLOGIA,,2017-02-17,26033,2017-04-04,271,,PSICOLOGIA,MATUTINO E VESPERTINO,DARCY RIBEIRO,PSICOLOGO,CIENCIAS HUMANAS,INSTITUTO DE PSICOLOGIA
414960,PSICOLOGIA,7009,Nazarov Periera Badiali Trondoli Barja,ATIVO,,Bacharel,Presencial,Ciências Humanas,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,583,INSTITUTO DE PSICOLOGIA,,2017-02-17,22844,2017-04-04,271,,PSICOLOGIA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,CIENCIAS HUMANAS,INSTITUTO DE PSICOLOGIA
414871,QUÍMICA,5038,Sirlênia Timpurim Se Dias Francalacci,ATIVO,,Licenciado,Presencial,Ciências Exatas e da Terra,Semestral,Noturno,Um ciclo,BRASÍLIA,DARCY RIBEIRO,610,INSTITUTO DE QUÍMICA,,2014-03-03,159,2015-12-30,1096,,QUIMICA,NOTURNO,DARCY RIBEIRO,LICENCIADO,CIENCIAS EXATAS E DA TERRA,INSTITUTO DE QUIMICA
414870,QUÍMICA,10401,Waldevino Olayinka Bolandini,ATIVO,,Bacharel,Presencial,Ciências Exatas e da Terra,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,610,INSTITUTO DE QUÍMICA,,2016-08-05,300118,2016-07-18,317,,QUIMICA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,CIENCIAS EXATAS E DA TERRA,INSTITUTO DE QUIMICA
414873,QUÍMICA TECNOLÓGICA,6109,Uilmar de Freitad Golfieri,ATIVO,,Bacharel,Presencial,Ciências Exatas e da Terra,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,610,INSTITUTO DE QUÍMICA,,2015-03-02,1140082,2015-04-16,297,,QUIMICA TECNOLOGICA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,CIENCIAS EXATAS E DA TERRA,INSTITUTO DE QUIMICA
414899,RELAÇÕES INTERNACIONAIS,1763,ANTONIO JORGE RAMALHO DA ROCHA,ATIVO,,Bacharel,Presencial,Ciências Humanas,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,669,INSTITUTO DE RELAÇÕES INTERNACIONAIS,,2017-07-24,128,1977-10-11,080532,,RELACOES INTERNACIONAIS,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,CIENCIAS HUMANAS,INSTITUTO DE RELACOES INTERNACIONAIS
414291,SAÚDE COLETIVA,3873,Casturina Painim,ATIVO,,Bacharel,Presencial,Ciências da Saúde,Semestral,Noturno,Um ciclo,BRASÍLIA,DARCY RIBEIRO,420,DEPTO SAUDE COLETIVA,,2010-02-28,1140091,2016-03-28,63,,SAUDE COLETIVA,NOTURNO,DARCY RIBEIRO,BACHAREL,CIENCIAS DA SAUDE,DEPTO SAUDE COLETIVA
414912,SAÚDE COLETIVA,10813,MARCOS TAKASHI OBARA,ATIVO,,Bacharel,Presencial,Ciências da Saúde,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,FACULDADE DE CEILÂNDIA,672,FACULDADE DE CEILÂNDIA,,2018-12-26,112804,2016-03-28,63,,SAUDE COLETIVA,MATUTINO E VESPERTINO,FACULDADE DE CEILANDIA,BACHAREL,CIENCIAS DA SAUDE,FACULDADE DE CEILANDIA
414764,SERVIÇO SOCIAL,19594,Kolberg Seccato Idelsohn Calonico,ATIVO,,Bacharel,Presencial,Ciências Sociais Aplicadas,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,563,DEPTO SERVIÇO SOCIAL,,2014-03-03,126,2015-01-02,822,,SERVICO SOCIAL,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,CIENCIAS SOCIAIS APLICADAS,DEPTO SERVICO SOCIAL
414765,SERVIÇO SOCIAL,30746,Hicles Grigore Grésiano Catellane Spigolon,ATIVO,,Bacharel,Presencial,Ciências Sociais Aplicadas,Semestral,Noturno,Um ciclo,BRASÍLIA,DARCY RIBEIRO,563,DEPTO SERVIÇO SOCIAL,,2017-07-24,1138344,2017-05-02,383,,SERVICO SOCIAL,NOTURNO,DARCY RIBEIRO,BACHAREL,CIENCIAS SOCIAIS APLICADAS,DEPTO SERVICO SOCIAL
694213,TEATRO                                                                ,17774,Arlete de Masseno Cobello,ATIVO,,Licenciado,A Distância,Outra,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,485,INSTITUTO DE ARTES,,2014-03-03,112166,2013-05-23,227,,TEATRO,MATUTINO E VESPERTINO,DARCY RIBEIRO,LICENCIADO,OUTRA,INSTITUTO DE ARTES
414435,"TEORIA, CRÍTICA E HISTÓRIA DA ARTE",11214,Paceliuka Borgese,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Noturno,Um ciclo,BRASÍLIA,DARCY RIBEIRO,498,DEPTO ARTES VISUAIS,,2016-12-19,1192415,2007-12-13,40,,"TEORIA, CRITICA E HISTORIA DA ARTE",NOTURNO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO ARTES VISUAIS
414914,TERAPIA OCUPACIONAL,13650,Joelcilane Abdel,ATIVO,,Bacharel,Presencial,Ciências da Saúde,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,FACULDADE DE CEILÂNDIA,672,FACULDADE DE CEILÂNDIA,,2015-07-29,112816,2015-04-16,298,,TERAPIA OCUPACIONAL,MATUTINO E VESPERTINO,FACULDADE DE CEILANDIA,BACHAREL,CIENCIAS DA SAUDE,FACULDADE DE CEILANDIA
414088,TURISMO,1188,Celanir Espadas Campiol,ATIVO,,Bacharel,Presencial,Ciências Humanas,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,314,CENTRO DE EXCELÊNCIA EM TURISMO,,2017-07-24,1138345,2017-04-04,271,,TURISMO,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,CIENCIAS HUMANAS,CENTRO DE EXCELENCIA EM TURISMO
