id_curso,nome,id_coordenador,coordenador,situacao_curso,nivel_ensino,grau_academico,modalidade_educacao,area_conhecimento,tipo_oferta,turno,tipo_ciclo_formacao,municipio,campus,id_unidade_responsavel,unidade_responsavel,website,data_funcionamento,codigo_inep,dou,portaria_reconhecimento,convenio_academico,nome_curso_norm,turno_norm,campus_norm,grau_academico_norm,area_conhecimento_norm,unidade_responsavel_norm
414713,FILOSOFIA,16731,WANDERSON FLOR DO NASCIMENTO,ATIVO,,Bacharel,Presencial,Ciências Humanas,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,552,DEPTO FILOSOFIA,,2017-07-24,27858,2017-08-07,847,,FILOSOFIA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,CIENCIAS HUMANAS,DEPTO FILOSOFIA
414663,FÍSICA,12467,Iasminy Diogenis Dorval Dilkin,ATIVO,,Bacharel,Presencial,Ciências Exatas e da Terra,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,524,INSTITUTO DE FÍSICA,,2014-08-04,26030,1973-03-13,071891,,FISICA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,CIENCIAS EXATAS E DA TERRA,INSTITUTO DE FISICA
414657,FÍSICA,19554,KHALIL OLIVEIRA PORTUGAL,ATIVO,,Licenciado,Presencial,Ciências Exatas e da Terra,Semestral,Noturno,Um ciclo,BRASÍLIA,DARCY RIBEIRO,524,INSTITUTO DE FÍSICA,,2018-07-18,158,2016-12-15,1147,,FISICA,NOTURNO,DARCY RIBEIRO,LICENCIADO,CIENCIAS EXATAS E DA TERRA,INSTITUTO DE FISICA
414664,FÍSICA,17889,Lider Li,ATIVO,,Licenciado,A Distância,Ciências Exatas e da Terra,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,524,INSTITUTO DE FÍSICA,,2017-07-24,1434981,1973-03-13,71891,,FISICA,MATUTINO E VESPERTINO,DARCY RIBEIRO,LICENCIADO,CIENCIAS EXATAS E DA TERRA,INSTITUTO DE FISICA
414662,FÍSICA COMPUTACIONAL,,,INATIVO,,Bacharel,Presencial,Ciências Exatas e da Terra,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,524,INSTITUTO DE FÍSICA,,2005-03-01,44364,1973-03-13,71891,,FISICA COMPUTACIONAL,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,CIENCIAS EXATAS E DA TERRA,INSTITUTO DE FISICA
414908,FISIOTERAPIA,755,Kacia Spadão Uberlandia,ATIVO,,Bacharel,Presencial,Ciências da Saúde,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,FACULDADE DE CEILÂNDIA,672,FACULDADE DE CEILÂNDIA,,2015-03-02,112796,2015-01-02,822,,FISIOTERAPIA,MATUTINO E VESPERTINO,FACULDADE DE CEILANDIA,BACHAREL,CIENCIAS DA SAUDE,FACULDADE DE CEILANDIA
414909,FONOAUDIOLOGIA,4387,Odáquio Andrzez Stefanelli,ATIVO,,Bacharel,Presencial,Ciências da Saúde,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,FACULDADE DE CEILÂNDIA,672,FACULDADE DE CEILÂNDIA,,2012-10-22,1192419,2007-12-13,40,,FONOAUDIOLOGIA,MATUTINO E VESPERTINO,FACULDADE DE CEILANDIA,BACHAREL,CIENCIAS DA SAUDE,FACULDADE DE CEILANDIA
414669,GEOFÍSICA,4496,ELDER YOKOYAMA,ATIVO,,Bacharel,Presencial,Ciências Exatas e da Terra,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,533,INSTITUTO DE GEOCIÊNCIAS,,2018-07-18,122208,2014-07-24,403,,GEOFISICA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,CIENCIAS EXATAS E DA TERRA,INSTITUTO DE GEOCIENCIAS
414731,GEOGRAFIA,13679,RAFAEL RODRIGUES DA FRANCA,ATIVO,,Licenciado,Presencial,Ciências Humanas,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,555,DEPTO GEOGRAFIA,,2017-07-24,44366,2017-08-15,916,,GEOGRAFIA,MATUTINO E VESPERTINO,DARCY RIBEIRO,LICENCIADO,CIENCIAS HUMANAS,DEPTO GEOGRAFIA
414687,GEOGRAFIA,14930,Petrarca Greice Coim,ATIVO,,Licenciado,A Distância,Ciências Humanas,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,544,INSTITUTO DE CIÊNCIAS HUMANAS,,2016-08-05,122210,2016-09-23,535,,GEOGRAFIA,MATUTINO E VESPERTINO,DARCY RIBEIRO,LICENCIADO,CIENCIAS HUMANAS,INSTITUTO DE CIENCIAS HUMANAS
414730,GEOGRAFIA,13679,RAFAEL RODRIGUES DA FRANCA,ATIVO,,Bacharel,Presencial,Ciências Humanas,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,555,DEPTO GEOGRAFIA,,2013-12-18,300129,2013-12-27,286,,GEOGRAFIA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,CIENCIAS HUMANAS,DEPTO GEOGRAFIA
414677,GEOLOGIA,14217,RICARDO LOURENCO PINTO,ATIVO,,Geólogo,Presencial,Ciências Exatas e da Terra,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,533,INSTITUTO DE GEOCIÊNCIAS,,2016-08-05,116,2012-11-20,263,,GEOLOGIA,MATUTINO E VESPERTINO,DARCY RIBEIRO,GEOLOGO,CIENCIAS EXATAS E DA TERRA,INSTITUTO DE GEOCIENCIAS
414888,GESTÃO AMBIENTAL,5580,Vanila Verge Gisela Hon Veracilda,ATIVO,,Bacharel,Presencial,Ciências Sociais Aplicadas,Semestral,Noturno,Um ciclo,BRASÍLIA,FACULDADE DE PLANALTINA,666,FACULDADE DE PLANALTINA,,2017-07-24,112792,2017-07-28,795,,GESTAO AMBIENTAL,NOTURNO,FACULDADE DE PLANALTINA,BACHAREL,CIENCIAS SOCIAIS APLICADAS,FACULDADE DE PLANALTINA
414198,GESTÃO DE AGRONEGÓCIOS,18873,JAIM JOSE DA SILVA JUNIOR,ATIVO,,Bacharel,Presencial,Ciências Sociais Aplicadas,Semestral,Noturno,Um ciclo,BRASÍLIA,DARCY RIBEIRO,363,FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA,,2014-08-04,1140048,2014-07-03,365,,GESTAO DE AGRONEGOCIOS,NOTURNO,DARCY RIBEIRO,BACHAREL,CIENCIAS SOCIAIS APLICADAS,FACULDADE DE AGRONOMIA E MEDICINA VETERINARIA
414093,GESTÃO DE POLÍTICAS PÚBLICAS,5374,Rainalda Sabota,ATIVO,,Bacharel,Presencial,Ciências Humanas,Semestral,Noturno,Um ciclo,BRASÍLIA,DARCY RIBEIRO,791,DEPARTAMENTO DE GESTAO DE POLITICAS PUBL,,2019-08-05,122212,2014-07-24,404,,GESTAO DE POLITICAS PUBLICAS,NOTURNO,DARCY RIBEIRO,BACHAREL,CIENCIAS HUMANAS,DEPARTAMENTO DE GESTAO DE POLITICAS PUBL
414889,GESTÃO DO AGRONEGÓCIO,7834,JONILTO COSTA SOUSA,ATIVO,,Bacharel,Presencial,Ciências Exatas e da Terra,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,FACULDADE DE PLANALTINA,666,FACULDADE DE PLANALTINA,,2006-04-05,92262,2012-05-24,47,,GESTAO DO AGRONEGOCIO,MATUTINO E VESPERTINO,FACULDADE DE PLANALTINA,BACHAREL,CIENCIAS EXATAS E DA TERRA,FACULDADE DE PLANALTINA
414748,HISTÓRIA,19608,DANIEL GOMES DE CARVALHO,ATIVO,,Licenciado,Presencial,Ciências Humanas,Semestral,Noturno,Um ciclo,BRASÍLIA,DARCY RIBEIRO,559,DEPTO HISTÓRIA,,2020-02-19,122214,2013-11-20,604,,HISTORIA,NOTURNO,DARCY RIBEIRO,LICENCIADO,CIENCIAS HUMANAS,DEPTO HISTORIA
414745,HISTÓRIA,19053,Gábia D'Almeida Cstro,ATIVO,,Licenciado,Presencial,Ciências Humanas,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,559,DEPTO HISTÓRIA,,2020-02-19,44369,2017-08-15,917,,HISTORIA,MATUTINO E VESPERTINO,DARCY RIBEIRO,LICENCIADO,CIENCIAS HUMANAS,DEPTO HISTORIA
702700,HISTÓRIA                                                              ,19053,Gábia D'Almeida Cstro,ATIVO,,Bacharel,Presencial,Ciências Humanas,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,559,DEPTO HISTÓRIA,,2020-02-19,33205,1972-11-10,917,,HISTORIA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,CIENCIAS HUMANAS,DEPTO HISTORIA
414165,JORNALISMO,3734,DAVID RENAULT DA SILVA,ATIVO,,Bacharel,Presencial,Ciências Humanas,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,352,DEPTO JORNALISMO,,2016-08-05,34642,2013-12-19,706,,JORNALISMO,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,CIENCIAS HUMANAS,DEPTO JORNALISMO
414779,LETRAS - LÍNGUA E LITERATURA JAPONESA,5255,FAUSTO PINHEIRO PEREIRA,ATIVO,,Licenciado,Presencial,"Lingüística, Letras e Artes",Semestral,Noturno,Um ciclo,BRASÍLIA,DARCY RIBEIRO,574,DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO,,2005-03-01,20551,1972-09-26,071156,,LETRAS - LINGUA E LITERATURA JAPONESA,NOTURNO,DARCY RIBEIRO,LICENCIADO,"LINGUISTICA, LETRAS E ARTES",DEPTO LINGUAS ESTRANGEIRAS E TRADUCAO
414782,LETRAS - LÍNGUA ESPANHOLA E LITERATURA ESPANHOLA E HISPANO-AMERICANA,17862,Togni Altman,ATIVO,,Licenciado,Presencial,"Lingüística, Letras e Artes",Semestral,Noturno,Um ciclo,BRASÍLIA,DARCY RIBEIRO,574,DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO,,2005-03-01,166,1972-09-26,071156,,LETRAS - LINGUA ESPANHOLA E LITERATURA ESPANHOLA E HISPANO-AMERICANA,NOTURNO,DARCY RIBEIRO,LICENCIADO,"LINGUISTICA, LETRAS E ARTES",DEPTO LINGUAS ESTRANGEIRAS E TRADUCAO
414795,LETRAS - LÍNGUA FRANCESA E RESPECTIVA LITERATURA,18861,DANIEL TEIXEIRA DA COSTA ARAUJO,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,574,DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO,,2016-08-05,26039,2016-07-04,281,,LETRAS - LINGUA FRANCESA E RESPECTIVA LITERATURA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO LINGUAS ESTRANGEIRAS E TRADUCAO
414796,LETRAS - LÍNGUA FRANCESA E RESPECTIVA LITERATURA,8447,Hakme de Aversi Vetoretti,ATIVO,,Licenciado,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,574,DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO,,2016-08-05,31378,2016-07-04,278,,LETRAS - LINGUA FRANCESA E RESPECTIVA LITERATURA,MATUTINO E VESPERTINO,DARCY RIBEIRO,LICENCIADO,"LINGUISTICA, LETRAS E ARTES",DEPTO LINGUAS ESTRANGEIRAS E TRADUCAO
702701,LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA,17934,Brunken Nisihara Mitiharu Aguirres Toloy,ATIVO,,Licenciado,Presencial,Outra,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,574,DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO,,2020-02-19,29693,2016-07-04,280,,LETRAS - LINGUA INGLESA E RESPECTIVA LITERATURA,MATUTINO E VESPERTINO,DARCY RIBEIRO,LICENCIADO,OUTRA,DEPTO LINGUAS ESTRANGEIRAS E TRADUCAO
414809,LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA,16809,WILIAM ALVES BISERRA,ATIVO,,Bacharel,Presencial,Outra,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,574,DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO,,2016-08-05,29694,2016-07-04,279,,LETRAS - LINGUA INGLESA E RESPECTIVA LITERATURA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,OUTRA,DEPTO LINGUAS ESTRANGEIRAS E TRADUCAO
414843,LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA,5211,Annyssande Fritoli Catore Nebalina Flores,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,578,"DEPTO LINGUISTICA, PORT. LING. CLASSICAS",,2016-08-05,31376,1972-09-26,071156,,LETRAS - LINGUA PORTUGUESA E RESPECTIVA LITERATURA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES","DEPTO LINGUISTICA, PORT. LING. CLASSICAS"
414772,LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA,6173,GILSON CHARLES DOS SANTOS,ATIVO,,Licenciado,A Distância,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,567,INSTITUTO DE LETRAS,,2016-08-05,112162,2016-09-23,535,,LETRAS - LINGUA PORTUGUESA E RESPECTIVA LITERATURA,MATUTINO E VESPERTINO,DARCY RIBEIRO,LICENCIADO,"LINGUISTICA, LETRAS E ARTES",INSTITUTO DE LETRAS
414844,LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA,13281,PAULO MEDEIROS JUNIOR,ATIVO,,Licenciado,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,578,"DEPTO LINGUISTICA, PORT. LING. CLASSICAS",,2010-09-17,34644,2010-12-09,2235,,LETRAS - LINGUA PORTUGUESA E RESPECTIVA LITERATURA,MATUTINO E VESPERTINO,DARCY RIBEIRO,LICENCIADO,"LINGUISTICA, LETRAS E ARTES","DEPTO LINGUISTICA, PORT. LING. CLASSICAS"
414845,LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA,7301,Edinelde Krusser,ATIVO,,Licenciado,Presencial,"Lingüística, Letras e Artes",Semestral,Noturno,Um ciclo,BRASÍLIA,DARCY RIBEIRO,578,"DEPTO LINGUISTICA, PORT. LING. CLASSICAS",,2016-08-05,162,2016-07-04,278,,LETRAS - LINGUA PORTUGUESA E RESPECTIVA LITERATURA,NOTURNO,DARCY RIBEIRO,LICENCIADO,"LINGUISTICA, LETRAS E ARTES","DEPTO LINGUISTICA, PORT. LING. CLASSICAS"
414848,LETRAS - PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA,14502,RODRIGO ALBUQUERQUE PEREIRA,ATIVO,,Licenciado,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,578,"DEPTO LINGUISTICA, PORT. LING. CLASSICAS",,2015-03-02,44377,2016-09-12,466,,LETRAS - PORTUGUES DO BRASIL COMO SEGUNDA LINGUA,MATUTINO E VESPERTINO,DARCY RIBEIRO,LICENCIADO,"LINGUISTICA, LETRAS E ARTES","DEPTO LINGUISTICA, PORT. LING. CLASSICAS"
414775,LETRAS - TRADUÇÃO - ESPANHOL,347,Euflazia Hartinger Lomba,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Noturno,Um ciclo,BRASÍLIA,DARCY RIBEIRO,567,INSTITUTO DE LETRAS,,2016-08-05,1314245,2016-07-11,300,,LETRAS - TRADUCAO - ESPANHOL,NOTURNO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",INSTITUTO DE LETRAS
414813,LETRAS - TRADUÇÃO - FRANCÊS,17539,JEAN CLAUDE LUCIEN MIROIR,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,574,DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO,,2005-03-01,33206,2012-12-27,286,,LETRAS - TRADUCAO - FRANCES,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO LINGUAS ESTRANGEIRAS E TRADUCAO
414822,LETRAS - TRADUÇÃO - INGLÊS,2666,Janisch Lando Andara,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,574,DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO,,2005-03-01,31384,1972-09-26,071156,,LETRAS - TRADUCAO - INGLES,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO LINGUAS ESTRANGEIRAS E TRADUCAO
414849,LÍNGUA DE SINAIS BRASILEIRA -PORTUGUÊS COMO SEGUNDA LÍNGUA,6289,GLAUCIO DE CASTRO JUNIOR,ATIVO,,Licenciado,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,578,"DEPTO LINGUISTICA, PORT. LING. CLASSICAS",,2015-03-02,1349598,2007-12-13,40,,LINGUA DE SINAIS BRASILEIRA -PORTUGUES COMO SEGUNDA LINGUA,MATUTINO E VESPERTINO,DARCY RIBEIRO,LICENCIADO,"LINGUISTICA, LETRAS E ARTES","DEPTO LINGUISTICA, PORT. LING. CLASSICAS"
414823,LÍNGUAS ESTRANGEIRAS APLICADAS - MSI,10780,MARCOS DE CAMPOS CARNEIRO,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,574,DEPTO LÍNGUAS ESTRANGEIRAS E TRADUÇÃO,,2010-02-28,1140050,2016-07-11,300,,LINGUAS ESTRANGEIRAS APLICADAS - MSI,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO LINGUAS ESTRANGEIRAS E TRADUCAO
414638,MATEMÁTICA,7462,JIAZHENG ZHOU,ATIVO,,Licenciado,Presencial,Ciências Exatas e da Terra,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,518,DEPARTAMENTO DE MATEMÁTICA,,2017-07-24,44372,2017-08-07,847,,MATEMATICA,MATUTINO E VESPERTINO,DARCY RIBEIRO,LICENCIADO,CIENCIAS EXATAS E DA TERRA,DEPARTAMENTO DE MATEMATICA
414640,MATEMÁTICA,13257,PAULO HENRIQUE PEREIRA DA COSTA,ATIVO,,Licenciado,Presencial,Ciências Exatas e da Terra,Semestral,Noturno,Um ciclo,BRASÍLIA,DARCY RIBEIRO,518,DEPARTAMENTO DE MATEMÁTICA,,2014-03-03,161,2015-12-30,1096,,MATEMATICA,NOTURNO,DARCY RIBEIRO,LICENCIADO,CIENCIAS EXATAS E DA TERRA,DEPARTAMENTO DE MATEMATICA
414639,MATEMÁTICA,9469,LINEU DA COSTA ARAUJO NETO,ATIVO,,Bacharel,Presencial,Ciências Exatas e da Terra,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,518,DEPARTAMENTO DE MATEMÁTICA,,2015-12-14,22122,2015-12-30,1096,,MATEMATICA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,CIENCIAS EXATAS E DA TERRA,DEPARTAMENTO DE MATEMATICA
414280,MEDICINA,15183,Tracie Viveiro Honores,ATIVO,,Médico,Presencial,Ciências da Saúde,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,402,FACULDADE DE MEDICINA,,2016-03-02,140,2017-09-27,1014,,MEDICINA,MATUTINO E VESPERTINO,DARCY RIBEIRO,MEDICO,CIENCIAS DA SAUDE,FACULDADE DE MEDICINA
414202,MEDICINA VETERINÁRIA,6191,Poleza Erdens de Araujog,ATIVO,,Médico Veterinário,Presencial,Ciências Agrárias,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,363,FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA,,2012-10-22,18031,2015-01-02,822,,MEDICINA VETERINARIA,MATUTINO E VESPERTINO,DARCY RIBEIRO,MEDICO VETERINARIO,CIENCIAS AGRARIAS,FACULDADE DE AGRONOMIA E MEDICINA VETERINARIA
702704,MUSEOLOGIA                                                            ,4685,Terezam Cavarzan Arrobas Cabaniuk,ATIVO,,Bacharel,Presencial,Outra,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,674,FACULDADE DE CIÊNCIA DA INFORMAÇÃO,,2020-02-19,122218,2013-09-03,428,,MUSEOLOGIA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,OUTRA,FACULDADE DE CIENCIA DA INFORMACAO
414430,MÚSICA,18711,Eladir Galacini Cayetano Sorinho,ATIVO,,Licenciado,A Distância,Outra,Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,485,INSTITUTO DE ARTES,,2013-08-12,112164,1980-06-10,371,,MUSICA,MATUTINO E VESPERTINO,DARCY RIBEIRO,LICENCIADO,OUTRA,INSTITUTO DE ARTES
702698,MÚSICA,6226,Cotts Pellegrino Eoripedes Vilagra Sapata,INATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2006-08-21,33209,1976-03-30,077345,,MUSICA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
414459,MÚSICA,11036,Colpo Mikoski Bezzon,ATIVO,,Licenciado,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2013-08-12,133,2017-08-15,916,,MUSICA,MATUTINO E VESPERTINO,DARCY RIBEIRO,LICENCIADO,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
414460,MÚSICA,11036,Colpo Mikoski Bezzon,ATIVO,,Licenciado,Presencial,"Lingüística, Letras e Artes",Semestral,Noturno,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2009-08-03,122220,1980-06-10,371,,MUSICA,NOTURNO,DARCY RIBEIRO,LICENCIADO,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
414465,MÚSICA - CANTO,6226,Cotts Pellegrino Eoripedes Vilagra Sapata,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2006-08-21,26035,2013-07-25,330,,MUSICA - CANTO,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
414469,MÚSICA - CLARINETA,6226,Cotts Pellegrino Eoripedes Vilagra Sapata,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,1997-07-28,26035,2013-07-25,330,,MUSICA - CLARINETA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
414473,MÚSICA - COMPOSIÇÃO,6226,Cotts Pellegrino Eoripedes Vilagra Sapata,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2013-08-12,26040,2013-07-25,329,,MUSICA - COMPOSICAO,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
414479,MÚSICA - CONTRABAIXO,6226,Cotts Pellegrino Eoripedes Vilagra Sapata,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2013-08-12,26035,2013-07-25,330,,MUSICA - CONTRABAIXO,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
414484,MÚSICA - FAGOTE,6226,Cotts Pellegrino Eoripedes Vilagra Sapata,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2013-08-12,26035,2013-07-25,330,,MUSICA - FAGOTE,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
414489,MÚSICA - FLAUTA,6226,Cotts Pellegrino Eoripedes Vilagra Sapata,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2013-08-12,26035,2013-07-25,330,,MUSICA - FLAUTA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
414495,MÚSICA - OBOÉ,6226,Cotts Pellegrino Eoripedes Vilagra Sapata,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2013-08-12,26035,2013-07-25,330,,MUSICA - OBOE,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
414500,MÚSICA - PIANO,6226,Cotts Pellegrino Eoripedes Vilagra Sapata,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2013-08-12,26035,2013-07-25,330,,MUSICA - PIANO,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
414504,MÚSICA - REGÊNCIA,6226,Cotts Pellegrino Eoripedes Vilagra Sapata,ATIVO,,Bacharel,Presencial,"Lingüística, Letras e Artes",Semestral,Matutino e Vespertino,Um ciclo,BRASÍLIA,DARCY RIBEIRO,495,DEPTO MÚSICA,,2017-07-24,33209,2017-07-24,764,,MUSICA - REGENCIA,MATUTINO E VESPERTINO,DARCY RIBEIRO,BACHAREL,"LINGUISTICA, LETRAS E ARTES",DEPTO MUSICA
